company_id,company_name,cluster,sector,archetype,archetype_description,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,debt_to_equity,interest_coverage,cfo_pat_ratio,fcf_conversion_pct,capex_intensity_pct,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct
AMBUJACEM,Ambuja Cements Ltd,4,Materials,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",14.288299155609169,19.300361881785282,11.428984947896565,15.182066184319773,0.01686125048243921,28.264492753623188,1.1916420430561419,-51.48437500000001,26.963208685162847,55.62,9.21,27.67,3.1
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,4,Financials,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",432.7262044653349,91.7743830787309,13.576787656460265,2.8760817529000184,0.0011613545449517945,3764.5,0.26354378818737273,94.0460947503201,27.73207990599295,37.73,9.38,27.47,3.37
BHARTIARTL,Bharti Airtel Ltd,4,Communication Services,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",5.706018055499993,52.20093077836007,10.35839213740181,26.253894054880604,2.6094723973904306,3.3055457435535147,9.219210095816779,35.51959331732489,34.063420943846594,63.78,6.28,39.71,1.02
DLF,DLF Ltd,4,Real Estate,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",42.38369379181578,33.04807841916913,6.908270142781061,4.7983734327346665,0.12259389820192235,7.457865168539326,0.9320851688693098,47.55178907721281,23.79025984129454,46.26,14.32,10.41,2.58
NAUKRI,Info Edge (India) Ltd,4,Communication Services,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",23.462145110410095,28.036277602523658,1.9661621835965897,2.3305362527861546,0.008129006675038002,28.97142857142857,1.1798319327731093,-21.09704641350211,33.59621451104101,32.88,8.33,11.87,4.29
JSWENERGY,JSW Energy Ltd,4,Energy,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",15.018283127285393,46.857043357130415,8.280529953917052,10.270012403396622,1.5156009984639016,2.8514369215781783,3.6139130434782607,-36.473429951690825,71.36514017064252,24.79,9.88,35.95,1.25
JIOFIN,Jio Financial Services Ltd,4,Financials,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",86.52291105121293,84.04312668463612,1.153456416595399,1.1203978526306713,0.0,198.8,-0.4224299065420561,48.94162924951892,77.68194070080862,34.24,9.91,26.41,3.09
LODHA,Macrotech Developers Ltd,4,Real Estate,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",15.063978286157425,25.833656455990695,8.895758200240426,10.589263718361346,0.4406663232010991,5.628630705394191,1.6164736164736164,-16.322701688555348,28.567274137262505,51.95,7.65,34.33,4.05
NHPC,"NHPC Ltd
",4,Energy,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",41.81893687707641,49.90656146179402,10.407730866621879,6.745435920463634,0.8413260296625498,11.243421052631579,1.7224428997020853,20.17890576242979,61.96013289036545,71.17,13.74,18.26,1.68
NTPC,NTPC Ltd,4,Energy,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",11.950633329785267,28.82672926202094,13.273598407068633,12.933810240774582,1.475521125007778,4.604991464108609,1.9119163697731107,16.798818407960198,18.00606159069137,30.8,5.24,37.12,0.06
POWERGRID,Power Grid Corporation of India Ltd,4,Energy,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",33.97028990249329,86.87476823070044,17.870011245496066,18.905165620757423,1.4173456039290386,4.60298643565485,2.394528992486997,60.70406267262592,28.606330301245553,64.39,5.1,23.07,3.09
SBILIFE,SBI Life Insurance Company Ltd,4,Financials,Capital-Intensive Profit Reinvestment,"higher leverage, healthier cash conversion, capex-heavy profile based on cluster medians.",1.4349789374791648,0.18638058005273206,12.704588140595655,1.650120740541991,0.0,240.33333333333334,15.375923970432947,-853.2520325203253,23.6544231293754,69.98,9.48,31.04,1.62
